From	To
RLA0_HUMAN	RPLP0
7B2_HUMAN	SCG5
FABPH_HUMAN	FABP3
RPC4_HUMAN	POLR3D
REG1A_HUMAN	REG1A
LA_HUMAN	SSB
AT5G1_HUMAN	ATP5MC1
ITB1_HUMAN	ITGB1
K1C18_HUMAN	KRT18
K2C8_HUMAN	KRT8
MYL1_HUMAN	MYL1
DCUP_HUMAN	UROD
INSR_HUMAN	INSR
CCKN_HUMAN	CCK
KV401_HUMAN	IGKV4-1
GELS_HUMAN	GSN
PTMA_HUMAN	PTMA
ATPB_HUMAN	ATP5F1B
S10A9_HUMAN	S100A9
S10A6_HUMAN	S100A6
APOA4_HUMAN	APOA4
IF4E_HUMAN	EIF4E
ENOA_HUMAN	ENO1
PYGL_HUMAN	PYGL
G6PI_HUMAN	GPI
DPOLB_HUMAN	POLB
NPM_HUMAN	NPM1
TPM3_HUMAN	TPM3
ITAV_HUMAN	ITGAV
CRF_HUMAN	CRH
KLK1_HUMAN	KLK1
GDN_HUMAN	SERPINE2
HYEP_HUMAN	EPHX1
ACBP_HUMAN	DBI
LDHB_HUMAN	LDHB
GPX1_HUMAN	GPX1
PDIA1_HUMAN	P4HB
H10_HUMAN	H1-0
CATD_HUMAN	CTSD
ANXA2_HUMAN	ANXA2
CO8A_HUMAN	C8A
CO8G_HUMAN	C8G
CAN1_HUMAN	CAPN1
TBB5_HUMAN	TUBB
TRY1_HUMAN	PRSS1
TRY2_HUMAN	PRSS2
PGS2_HUMAN	DCN
SAP_HUMAN	PSAP
HEXB_HUMAN	HEXB
PROF1_HUMAN	PFN1
APT_HUMAN	APRT
SYEP_HUMAN	EPRS1
HS90A_HUMAN	HSP90AA1
HNRPC_HUMAN	HNRNPC
QCR6_HUMAN	UQCRH
LAMB1_HUMAN	LAMB1
YES_HUMAN	YES1
LYN_HUMAN	LYN
TPM2_HUMAN	TPM2
FUMH_HUMAN	FH
TSP1_HUMAN	THBS1
CXB1_HUMAN	GJB1
CO1A2_HUMAN	COL1A2
ANXA6_HUMAN	ANXA6
DAF_HUMAN	CD55
4F2_HUMAN	SLC3A2
CEL2A_HUMAN	CELA2A
CEL2B_HUMAN	CELA2B
BGLR_HUMAN	GUSB
PFKAM_HUMAN	PFKM
HS90B_HUMAN	HSP90AB1
SRPRA_HUMAN	SRPRA
ASNS_HUMAN	ASNS
SYPH_HUMAN	SYP
GSTA1_HUMAN	GSTA1
SODE_HUMAN	SOD3
CATG_HUMAN	CTSG
ADH4_HUMAN	ADH4
HEM3_HUMAN	HMBS
ODPA_HUMAN	PDHA1
CD14_HUMAN	CD14
CO4A2_HUMAN	COL4A2
CY1_HUMAN	CYC1
PTPRC_HUMAN	PTPRC
RU2B_HUMAN	SNRPB2
RU17_HUMAN	SNRNP70
HCK_HUMAN	HCK
ITA5_HUMAN	ITGA5
NFIC_HUMAN	NFIC
VIME_HUMAN	VIM
CP3A4_HUMAN	CYP3A4
RS17_HUMAN	RPS17
K1C19_HUMAN	KRT19
K2C7_HUMAN	KRT7
GNAI3_HUMAN	GNAI3
ANXA5_HUMAN	ANXA5
K1C16_HUMAN	KRT16
CEL3B_HUMAN	CELA3B
RSSA_HUMAN	RPSA
CD63_HUMAN	CD63
RM03_HUMAN	MRPL3
SNRPA_HUMAN	SNRPA
CEL3A_HUMAN	CELA3A
ENOG_HUMAN	ENO2
THIK_HUMAN	ACAA1
SRP19_HUMAN	SRP19
GSTA2_HUMAN	GSTA2
GSTP1_HUMAN	GSTP1
RU1C_HUMAN	SNRPC
VILI_HUMAN	VIL1
LEG1_HUMAN	LGALS1
DHPR_HUMAN	QDPR
HMGB1_HUMAN	HMGB1
RET1_HUMAN	RBP1
F16P1_HUMAN	FBP1
GNAO_HUMAN	GNAO1
GSTM1_HUMAN	GSTM1
TPM1_HUMAN	TPM1
CLCA_HUMAN	CLTA
CLCB_HUMAN	CLTB
ANXA4_HUMAN	ANXA4
CN37_HUMAN	CNP
PGFRB_HUMAN	PDGFRB
DLDH_HUMAN	DLD
ROA1_HUMAN	HNRNPA1
RU2A_HUMAN	SNRPA1
COX6C_HUMAN	COX6C
TACD2_HUMAN	TACSTD2
FGR_HUMAN	FGR
PARP1_HUMAN	PARP1
IFIT1_HUMAN	IFIT1
UCHL1_HUMAN	UCHL1
LKHA4_HUMAN	LTA4H
ALDOC_HUMAN	ALDOC
CO4A_HUMAN	C4A
H2AZ_HUMAN	H2AZ1
CISD3_HUMAN	CISD3
JMJD7_HUMAN	JMJD7
GRL1A_HUMAN	POLR2M
CFC1_HUMAN	CFC1
POTEJ_HUMAN	POTEJ
LIMS3_HUMAN	LIMS3
PT100_HUMAN	PET100
SAA1_HUMAN	SAA1
SAA2_HUMAN	SAA2
HS71A_HUMAN	HSPA1A
IGLC2_HUMAN	IGLC2
CALM1_HUMAN	CALM1
M14OS_HUMAN	MED14OS
RPAC2_HUMAN	POLR1D
TBA3C_HUMAN	TUBA3C
ADX_HUMAN	FDX1
RAP2A_HUMAN	RAP2A
RO60_HUMAN	RO60
COX8A_HUMAN	COX8A
LYAG_HUMAN	GAA
RRAS_HUMAN	RRAS
HLAC_HUMAN	HLA-C
ARAF_HUMAN	ARAF
H14_HUMAN	H1-4
ODP2_HUMAN	DLAT
PTPRF_HUMAN	PTPRF
NR2F6_HUMAN	NR2F6
COT1_HUMAN	NR2F1
THIO_HUMAN	TXN
COX5B_HUMAN	COX5B
PPGB_HUMAN	CTSA
MGST1_HUMAN	MGST1
CO7_HUMAN	C7
KAP0_HUMAN	PRKAR1A
CMGA_HUMAN	CHGA
ESTD_HUMAN	ESD
CH60_HUMAN	HSPD1
CLUS_HUMAN	CLU
IAPP_HUMAN	IAPP
BIP_HUMAN	HSPA5
LAMC1_HUMAN	LAMC1
PPAL_HUMAN	ACP2
MTAP2_HUMAN	MAP2
HSP7C_HUMAN	HSPA8
EPB41_HUMAN	EPB41
UMPS_HUMAN	UMPS
ODPB_HUMAN	PDHB
ODB2_HUMAN	DBT
ITAM_HUMAN	ITGAM
PYGB_HUMAN	PYGB
RALA_HUMAN	RALA
RALB_HUMAN	RALB
BCR_HUMAN	BCR
SPTB1_HUMAN	SPTB
LAMP1_HUMAN	LAMP1
ACADM_HUMAN	ACADM
TOP1_HUMAN	TOP1
G6PD_HUMAN	G6PD
UBL4A_HUMAN	UBL4A
PYC_HUMAN	PC
DMD_HUMAN	DMD
C1TC_HUMAN	MTHFD1
MPRI_HUMAN	IGF2R
ADHX_HUMAN	ADH5
CDK4_HUMAN	CDK4
PRPS2_HUMAN	PRPS2
PABP1_HUMAN	PABPC1
PCNA_HUMAN	PCNA
CX6A1_HUMAN	COX6A1
HARS1_HUMAN	HARS1
CO6A1_HUMAN	COL6A1
CO6A2_HUMAN	COL6A2
CO6A3_HUMAN	COL6A3
ADT1_HUMAN	SLC25A4
ADT3_HUMAN	SLC25A6
IMDH2_HUMAN	IMPDH2
TPR_HUMAN	TPR
PIP_HUMAN	PIP
KCRB_HUMAN	CKB
FCGR1_HUMAN	FCGR1A
ANXA3_HUMAN	ANXA3
KCRU_HUMAN	CKMT1A
KCRU_HUMAN	CKMT1B
ODBA_HUMAN	BCKDHA
ACTN1_HUMAN	ACTN1
ACE_HUMAN	ACE
CADH1_HUMAN	CDH1
SRC_HUMAN	SRC
XRCC6_HUMAN	XRCC6
XRCC5_HUMAN	XRCC5
COX41_HUMAN	COX4I1
LAMP2_HUMAN	LAMP2
RINI_HUMAN	RNH1
SCG2_HUMAN	SCG2
CFTR_HUMAN	CFTR
NCAM1_HUMAN	NCAM1
CSPG2_HUMAN	VCAN
AT1A3_HUMAN	ATP1A3
EF2_HUMAN	EEF2
K1C10_HUMAN	KRT10
K2C5_HUMAN	KRT5
PDIA4_HUMAN	PDIA4
CO6_HUMAN	C6
P4HA1_HUMAN	P4HA1
TCTP_HUMAN	TPT1
HEM2_HUMAN	ALAD
HLAE_HUMAN	HLA-E
PLSL_HUMAN	LCP1
PLST_HUMAN	PLS3
ACPH_HUMAN	APEH
ETFA_HUMAN	ETFA
GYS1_HUMAN	GYS1
KAP2_HUMAN	PRKAR2A
ENOB_HUMAN	ENO3
T2FB_HUMAN	GTF2F2
CD59_HUMAN	CD59
GFAP_HUMAN	GFAP
MIF_HUMAN	MIF
CD99_HUMAN	CD99
GLU2B_HUMAN	PRKCSH
HCLS1_HUMAN	HCLS1
FPPS_HUMAN	FDPS
CBPM_HUMAN	CPM
CX7A2_HUMAN	COX7A2
NID1_HUMAN	NID1
AK1A1_HUMAN	AKR1A1
KPYM_HUMAN	PKM
ENPL_HUMAN	HSP90B1
MYL6B_HUMAN	MYL6B
RSMB_HUMAN	SNRPB
IDE_HUMAN	IDE
CX6B1_HUMAN	COX6B1
HNRPL_HUMAN	HNRNPL
SYDC_HUMAN	DARS1
PLAK_HUMAN	JUP
QCR7_HUMAN	UQCRB
BRAF_HUMAN	BRAF
CBPA1_HUMAN	CPA1
CBPB1_HUMAN	CPB1
CBPA3_HUMAN	CPA3
FABP4_HUMAN	FABP4
GLNA_HUMAN	GLUL
ALDR_HUMAN	AKR1B1
AMPN_HUMAN	ANPEP
RAC2_HUMAN	RAC2
ERF3A_HUMAN	GSPT1
INGR1_HUMAN	IFNGR1
B4GT1_HUMAN	B4GALT1
PPAP_HUMAN	ACP3
EZRI_HUMAN	EZR
UCHL3_HUMAN	UCHL3
MCP_HUMAN	CD46
NDKA_HUMAN	NME1
PHKG2_HUMAN	PHKG2
RS2_HUMAN	RPS2
DESP_HUMAN	DSP
RFA2_HUMAN	RPA2
COX7C_HUMAN	COX7C
CD44_HUMAN	CD44
H2AX_HUMAN	H2AX
ITB4_HUMAN	ITGB4
CBR1_HUMAN	CBR1
ACADS_HUMAN	ACADS
CREB1_HUMAN	CREB1
LIPP_HUMAN	PNLIP
GDC_HUMAN	SLC25A16
PECA1_HUMAN	PECAM1
PP2BB_HUMAN	PPP3CB
NCK1_HUMAN	NCK1
H12_HUMAN	H1-2
EPCAM_HUMAN	EPCAM
NCPR_HUMAN	POR
DPEP1_HUMAN	DPEP1
MGMT_HUMAN	MGMT
AT2A2_HUMAN	ATP2A2
CD36_HUMAN	CD36
CBPE_HUMAN	CPE
PLCG2_HUMAN	PLCG2
STMN1_HUMAN	STMN1
YBOX3_HUMAN	YBX3
ZNF22_HUMAN	ZNF22
ZNF24_HUMAN	ZNF24
HSP76_HUMAN	HSPA6
HMGA1_HUMAN	HMGA1
TMM11_HUMAN	TMEM11
AATC_HUMAN	GOT1
KPCA_HUMAN	PRKCA
JUNB_HUMAN	JUNB
ITA2_HUMAN	ITGA2
UBF1_HUMAN	UBTF
NDUB7_HUMAN	NDUFB7
KAPCA_HUMAN	PRKACA
CAN2_HUMAN	CAPN2
DESM_HUMAN	DES
CEBPB_HUMAN	CEBPB
NEUM_HUMAN	GAP43
HLAG_HUMAN	HLA-G
PTN2_HUMAN	PTPN2
EGLN_HUMAN	ENG
DDX5_HUMAN	DDX5
PFKAL_HUMAN	PFKL
SAP3_HUMAN	GM2A
LEG3_HUMAN	LGALS3
PRS6A_HUMAN	PSMC3
TCPA_HUMAN	TCP1
PTN1_HUMAN	PTPN1
IBP2_HUMAN	IGFBP2
ERCC2_HUMAN	ERCC2
RL35A_HUMAN	RPL35A
ITB5_HUMAN	ITGB5
ARF4_HUMAN	ARF4
RL7_HUMAN	RPL7
VINC_HUMAN	VCL
GPX2_HUMAN	GPX2
ARY1_HUMAN	NAT1
IL1RA_HUMAN	IL1RN
SON_HUMAN	SON
NELFE_HUMAN	NELFE
RL17_HUMAN	RPL17
PGAM1_HUMAN	PGAM1
RCC1_HUMAN	RCC1
SDC1_HUMAN	SDC1
ATF1_HUMAN	ATF1
ATP5J_HUMAN	ATP5PF
XRCC1_HUMAN	XRCC1
AMD_HUMAN	PAM
TSN8_HUMAN	TSPAN8
NUCL_HUMAN	NCL
HXK1_HUMAN	HK1
RPB3_HUMAN	POLR2C
RPAB1_HUMAN	POLR2E
NDUV2_HUMAN	NDUFV2
GGT1_HUMAN	GGT1
RO52_HUMAN	TRIM21
TFEB_HUMAN	TFEB
E2AK2_HUMAN	EIF2AK2
FUT1_HUMAN	FUT1
TFE3_HUMAN	TFE3
SPEE_HUMAN	SRM
CSK22_HUMAN	CSNK2A2
RXRA_HUMAN	RXRA
ITIH2_HUMAN	ITIH2
CEL_HUMAN	CEL
NFKB1_HUMAN	NFKB1
NCF2_HUMAN	NCF2
AMY2B_HUMAN	AMY2B
TYPH_HUMAN	TYMP
AT2B1_HUMAN	ATP2B1
DPA1_HUMAN	HLA-DPA1
IF2B_HUMAN	EIF2S2
ANXA7_HUMAN	ANXA7
TRYB2_HUMAN	TPSB2
BTF3_HUMAN	BTF3
RAB3A_HUMAN	RAB3A
RAB3B_HUMAN	RAB3B
RAB4A_HUMAN	RAB4A
RAB5A_HUMAN	RAB5A
RAB6A_HUMAN	RAB6A
MSH3_HUMAN	MSH3
MX1_HUMAN	MX1
PSB1_HUMAN	PSMB1
MPRD_HUMAN	M6PR
COX5A_HUMAN	COX5A
LMNB1_HUMAN	LMNB1
MIME_HUMAN	OGN
ICAL_HUMAN	CAST
EFNA1_HUMAN	EFNA1
IMDH1_HUMAN	IMPDH1
RASA1_HUMAN	RASA1
PTMS_HUMAN	PTMS
CD11B_HUMAN	CDK11B
GSTM3_HUMAN	GSTM3
VATB2_HUMAN	ATP6V1B2
VATC1_HUMAN	ATP6V1C1
CSRP1_HUMAN	CSRP1
FLNA_HUMAN	FLNA
AOFA_HUMAN	MAOA
GPDA_HUMAN	GPD1
VDAC1_HUMAN	VDAC1
PGS1_HUMAN	BGN
SDHB_HUMAN	SDHB
CD9_HUMAN	CD9
ODBB_HUMAN	BCKDHB
COMT_HUMAN	COMT
TGM2_HUMAN	TGM2
MUTA_HUMAN	MMUT
OSBP1_HUMAN	OSBP
PIMT_HUMAN	PCMT1
FBRL_HUMAN	FBL
RS4Y1_HUMAN	RPS4Y1
PUR2_HUMAN	GART
PUR6_HUMAN	PAICS
SCP2_HUMAN	SCP2
UBA1_HUMAN	UBA1
GPX3_HUMAN	GPX3
NDKB_HUMAN	NME2
ENPP1_HUMAN	ENPP1
ADRO_HUMAN	FDXR
KAPCG_HUMAN	PRKACG
ROA2_HUMAN	HNRNPA2B1
RFX1_HUMAN	RFX1
KAPCB_HUMAN	PRKACB
QCR2_HUMAN	UQCRC2
CAH4_HUMAN	CA4
AAAD_HUMAN	AADAC
HEMH_HUMAN	FECH
MRC1_HUMAN	MRC1
EST1_HUMAN	CES1
FBLN1_HUMAN	FBLN1
TCEA1_HUMAN	TCEA1
ITA6_HUMAN	ITGA6
SFPQ_HUMAN	SFPQ
TBG1_HUMAN	TUBG1
PPIB_HUMAN	PPIB
MAOM_HUMAN	ME2
SYWC_HUMAN	WARS1
RS3_HUMAN	RPS3
MYF6_HUMAN	MYF6
KS6B1_HUMAN	RPS6KB1
JAK1_HUMAN	JAK1
SP100_HUMAN	SP100
SAHH_HUMAN	AHCY
COF1_HUMAN	CFL1
IF4B_HUMAN	EIF4B
HAP40_HUMAN	F8A1
HAP40_HUMAN	F8A2
HAP40_HUMAN	F8A3
AT2B4_HUMAN	ATP2B4
DGKA_HUMAN	DGKA
CPT2_HUMAN	CPT2
KTHY_HUMAN	DTYMK
CMA1_HUMAN	CMA1
IL32_HUMAN	IL32
LAMA2_HUMAN	LAMA2
PRTN3_HUMAN	PRTN3
ALAT1_HUMAN	GPT
CX7A1_HUMAN	COX7A1
COX7B_HUMAN	COX7B
ERD21_HUMAN	KDELR1
EF1B_HUMAN	EEF1B2
AT5F1_HUMAN	ATP5PB
PPAC_HUMAN	ACP1
THIL_HUMAN	ACAT1
TENA_HUMAN	TNC
MYL9_HUMAN	MYL9
RPB1_HUMAN	POLR2A
CDK2_HUMAN	CDK2
ARBK1_HUMAN	GRK2
MYP0_HUMAN	MPZ
MCM3_HUMAN	MCM3
NFYB_HUMAN	NFYB
ZA2G_HUMAN	AZGP1
THTM_HUMAN	MPST
RS12_HUMAN	RPS12
BRD2_HUMAN	BRD2
TYY1_HUMAN	YY1
DNJB1_HUMAN	DNAJB1
DNJB2_HUMAN	DNAJB2
ATPA_HUMAN	ATP5F1A
PSA1_HUMAN	PSMA1
PSA2_HUMAN	PSMA2
PSA3_HUMAN	PSMA3
PSA4_HUMAN	PSMA4
S100P_HUMAN	S100P
ITA3_HUMAN	ITGA3
PTX3_HUMAN	PTX3
MOES_HUMAN	MSN
DDX6_HUMAN	DDX6
CTNA2_HUMAN	CTNNA2
U2AF2_HUMAN	U2AF2
RL13_HUMAN	RPL13
IVD_HUMAN	IVD
S10A4_HUMAN	S100A4
MGAT1_HUMAN	MGAT1
HMGB2_HUMAN	HMGB2
PTBP1_HUMAN	PTBP1
SYTC_HUMAN	TARS1
SYVC_HUMAN	VARS1
EF1G_HUMAN	EEF1G
FKBP2_HUMAN	FKBP2
STOM_HUMAN	STOM
AOFB_HUMAN	MAOB
1433T_HUMAN	YWHAQ
MK03_HUMAN	MAPK3
MARK3_HUMAN	MARK3
VATL_HUMAN	ATP6V0C
CALL3_HUMAN	CALML3
DPP4_HUMAN	DPP4
RL10_HUMAN	RPL10
RFA1_HUMAN	RPA1
APEX1_HUMAN	APEX1
PYR1_HUMAN	CAD
CALR_HUMAN	CALR
MAP4_HUMAN	MAP4
CALX_HUMAN	CANX
P85A_HUMAN	PIK3R1
PSB8_HUMAN	PSMB8
PSB9_HUMAN	PSMB9
PSA5_HUMAN	PSMA5
PSB4_HUMAN	PSMB4
PSB6_HUMAN	PSMB6
PSB5_HUMAN	PSMB5
GSTM2_HUMAN	GSTM2
ABCD3_HUMAN	ABCD3
TMOD1_HUMAN	TMOD1
ITPI2_HUMAN	ITPRID2
ACADL_HUMAN	ACADL
NDUS1_HUMAN	NDUFS1
SMCA1_HUMAN	SMARCA1
MK01_HUMAN	MAPK1
GRAN_HUMAN	GCA
RXRB_HUMAN	RXRB
ERCC5_HUMAN	ERCC5
GRN_HUMAN	GRN
AMPL_HUMAN	LAP3
T2EA_HUMAN	GTF2E1
T2EB_HUMAN	GTF2E2
NEC1_HUMAN	PCSK1
TPP2_HUMAN	TPP2
PTN6_HUMAN	PTPN6
SHC1_HUMAN	SHC1
3MG_HUMAN	MPG
RABP2_HUMAN	CRABP2
TKT_HUMAN	TKT
CASP1_HUMAN	CASP1
SPB3_HUMAN	SERPINB3
PML_HUMAN	PML
KAIN_HUMAN	SERPINA4
EF1D_HUMAN	EEF1D
MARCS_HUMAN	MARCKS
AQP1_HUMAN	AQP1
GNA11_HUMAN	GNA11
AL4A1_HUMAN	ALDH4A1
PBLD_HUMAN	PBLD
ERP29_HUMAN	ERP29
PRDX6_HUMAN	PRDX6
BLVRB_HUMAN	BLVRB
PRDX5_HUMAN	PRDX5
DOPD_HUMAN	DDT
PRDX3_HUMAN	PRDX3
ATPD_HUMAN	ATP5F1D
RL12_HUMAN	RPL12
ECHM_HUMAN	ECHS1
KCY_HUMAN	CMPK1
PEBP1_HUMAN	PEBP1
PDIA3_HUMAN	PDIA3
2AAA_HUMAN	PPP2R1A
2AAB_HUMAN	PPP2R1B
CDC27_HUMAN	CDC27
FCERG_HUMAN	FCER1G
PPIF_HUMAN	PPIF
T4S1_HUMAN	TM4SF1
NMT1_HUMAN	NMT1
HMOX2_HUMAN	HMOX2
AMRP_HUMAN	LRPAP1
TSPO_HUMAN	TSPO
PUR8_HUMAN	ADSL
CLIP1_HUMAN	CLIP1
SORCN_HUMAN	SRI
GSTT1_HUMAN	GSTT1
ILEU_HUMAN	SERPINB1
SL7A1_HUMAN	SLC7A1
AL1B1_HUMAN	ALDH1B1
RPB2_HUMAN	POLR2B
LCN1_HUMAN	LCN1
SDHA_HUMAN	SDHA
COR1A_HUMAN	CORO1A
GDIA_HUMAN	GDI1
S10A7_HUMAN	S100A7
METK2_HUMAN	MAT2A
KAP3_HUMAN	PRKAR2B
SDC4_HUMAN	SDC4
TIA1_HUMAN	TIA1
DNJA1_HUMAN	DNAJA1
AKT1_HUMAN	AKT1
AKT2_HUMAN	AKT2
QCR1_HUMAN	UQCRC1
3HIDH_HUMAN	HIBADH
PUR9_HUMAN	ATIC
HNRH3_HUMAN	HNRNPH3
HNRH1_HUMAN	HNRNPH1
CASPE_HUMAN	CASP14
1433B_HUMAN	YWHAB
1433S_HUMAN	SFN
STIP1_HUMAN	STIP1
S10AB_HUMAN	S100A11
PRDX2_HUMAN	PRDX2
GLPK_HUMAN	GK
P5CR1_HUMAN	PYCR1
GBP1_HUMAN	GBP1
GBP2_HUMAN	GBP2
ELF1_HUMAN	ELF1
CGL_HUMAN	CTH
RL9_HUMAN	RPL9
RL9_HUMAN	RPL9P7
RL9_HUMAN	RPL9P8
RL9_HUMAN	RPL9P9
ACSL1_HUMAN	ACSL1
KINH_HUMAN	KIF5B
CSTF2_HUMAN	CSTF2
DUT_HUMAN	DUT
GCYA2_HUMAN	GUCY1A2
MA1A1_HUMAN	MAN1A1
MCM4_HUMAN	MCM4
MCM5_HUMAN	MCM5
MCM7_HUMAN	MCM7
SDC2_HUMAN	SDC2
GLYC_HUMAN	SHMT1
GLYM_HUMAN	SHMT2
HYES_HUMAN	EPHX2
HS71L_HUMAN	HSPA1L
HSP74_HUMAN	HSPA4
MPI_HUMAN	MPI
TRY3_HUMAN	PRSS3
BTC_HUMAN	BTC
PROF2_HUMAN	PFN2
CTNA1_HUMAN	CTNNA1
CTNB1_HUMAN	CTNNB1
BMI1_HUMAN	BMI1
SPB6_HUMAN	SERPINB6
MERL_HUMAN	NF2
RADI_HUMAN	RDX
RFA3_HUMAN	RPA3
RFC4_HUMAN	RFC4
RFC2_HUMAN	RFC2
RFC1_HUMAN	RFC1
RL22_HUMAN	RPL22
T2FA_HUMAN	GTF2F1
SPRE_HUMAN	SPR
IDUA_HUMAN	IDUA
K1C9_HUMAN	KRT9
FBN1_HUMAN	FBN1
PCKGC_HUMAN	PCK1
GDE_HUMAN	AGL
MYH9_HUMAN	MYH9
MYH10_HUMAN	MYH10
COPB2_HUMAN	COPB2
SOAT1_HUMAN	SOAT1
ADDA_HUMAN	ADD1
BASI_HUMAN	BSG
FUS_HUMAN	FUS
NU214_HUMAN	NUP214
DEK_HUMAN	DEK
MYH11_HUMAN	MYH11
PPM1A_HUMAN	PPM1A
K22E_HUMAN	KRT2
HMGCL_HUMAN	HMGCL
PRS7_HUMAN	PSMC2
GGT5_HUMAN	GGT5
ARL2_HUMAN	ARL2
MP2K2_HUMAN	MAP2K2
ATPG_HUMAN	ATP5F1C
VATE1_HUMAN	ATP6V1E1
RL4_HUMAN	RPL4
LONM_HUMAN	LONP1
PGM1_HUMAN	PGM1
PP1G_HUMAN	PPP1CC
GNL1_HUMAN	GNL1
PEDF_HUMAN	SERPINF1
ODO2_HUMAN	DLST
GPX4_HUMAN	GPX4
DHB2_HUMAN	HSD17B2
SRP14_HUMAN	SRP14
NUP62_HUMAN	NUP62
HPCL1_HUMAN	HPCAL1
FDFT_HUMAN	FDFT1
TAGL2_HUMAN	TAGLN2
TALDO_HUMAN	TALDO1
SYUA_HUMAN	SNCA
ETFB_HUMAN	ETFB
RBMX_HUMAN	RBMX
VATA_HUMAN	ATP6V1A
GRP75_HUMAN	HSPA9
IF4A3_HUMAN	EIF4A3
RS19_HUMAN	RPS19
RL3_HUMAN	RPL3
COFA1_HUMAN	COL15A1
COIA1_HUMAN	COL18A1
MPV17_HUMAN	MPV17
OST48_HUMAN	DDOST
AN32A_HUMAN	ANP32A
FEN1_HUMAN	FEN1
CAPG_HUMAN	CAPG
CAP2_HUMAN	CAP2
TXLNA_HUMAN	TXLNA
TCPZ_HUMAN	CCT6A
NNMT_HUMAN	NNMT
PSB10_HUMAN	PSMB10
CTRL_HUMAN	CTRL
PBX1_HUMAN	PBX1
RL13A_HUMAN	RPL13A
ARL1_HUMAN	ARL1
STAT3_HUMAN	STAT3
UBP8_HUMAN	USP8
PEX19_HUMAN	PEX19
MDHC_HUMAN	MDH1
MDHM_HUMAN	MDH2
RFC5_HUMAN	RFC5
RFC3_HUMAN	RFC3
ECHA_HUMAN	HADHA
IF2G_HUMAN	EIF2S3
CETN2_HUMAN	CETN2
ETV6_HUMAN	ETV6
EIF2D_HUMAN	EIF2D
MNDA_HUMAN	MNDA
PERI_HUMAN	PRPH
BUD31_HUMAN	BUD31
UBA7_HUMAN	UBA7
NAA10_HUMAN	NAA10
CSK_HUMAN	CSK
GARS_HUMAN	GARS1
SYIC_HUMAN	IARS1
EIF1_HUMAN	EIF1
TSN7_HUMAN	TSPAN7
ACTY_HUMAN	ACTR1B
ECI1_HUMAN	ECI1
LAP2A_HUMAN	TMPO
LAP2B_HUMAN	TMPO
STAT1_HUMAN	STAT1
STAT6_HUMAN	STAT6
STA5A_HUMAN	STAT5A
MTREX_HUMAN	MTREX
AK1C3_HUMAN	AKR1C3
MTOR_HUMAN	MTOR
PI4KA_HUMAN	PI4KA
EPS15_HUMAN	EPS15
RS27_HUMAN	RPS27
FRK_HUMAN	FRK
RBM34_HUMAN	RBM34
LPPRC_HUMAN	LRPPRC
THIM_HUMAN	ACAA2
RL35_HUMAN	RPL35
PCP_HUMAN	PRCP
HD_HUMAN	HTT
ECE1_HUMAN	ECE1
SATT_HUMAN	SLC1A4
LIS1_HUMAN	PAFAH1B1
MUC18_HUMAN	MCAM
CACP_HUMAN	CRAT
MATR3_HUMAN	MATR3
MSH2_HUMAN	MSH2
GPDM_HUMAN	GPD2
SSRA_HUMAN	SSR1
SSRB_HUMAN	SSR2
PTN9_HUMAN	PTPN9
KSYK_HUMAN	SYK
RANG_HUMAN	RANBP1
NAMPT_HUMAN	NAMPT
PRS6B_HUMAN	PSMC4
GATA4_HUMAN	GATA4
EFTS_HUMAN	TSFM
PPIC_HUMAN	PPIC
VDAC2_HUMAN	VDAC2
ACDSB_HUMAN	ACADSB
CBX5_HUMAN	CBX5
UBP5_HUMAN	USP5
MK08_HUMAN	MAPK8
MK09_HUMAN	MAPK9
MP2K4_HUMAN	MAP2K4
RAGP1_HUMAN	RANGAP1
RECQ1_HUMAN	RECQL
NOP2_HUMAN	NOP2
ATRX_HUMAN	ATRX
CRK_HUMAN	CRK
CRKL_HUMAN	CRKL
IF2M_HUMAN	MTIF2
BAG6_HUMAN	BAG6
NSF_HUMAN	NSF
CDN1B_HUMAN	CDKN1B
MP2K3_HUMAN	MAP2K3
BRCC3_HUMAN	BRCC3
RL27A_HUMAN	RPL27A
RL5_HUMAN	RPL5
RL21_HUMAN	RPL21
RL28_HUMAN	RPL28
RS9_HUMAN	RPS9
RS5_HUMAN	RPS5
RS10_HUMAN	RPS10
MAP1B_HUMAN	MAP1B
GNPI1_HUMAN	GNPDA1
YAP1_HUMAN	YAP1
UTRN_HUMAN	UTRN
IQGA1_HUMAN	IQGAP1
3HAO_HUMAN	HAAO
GLYG_HUMAN	GYG1
STT3A_HUMAN	STT3A
RPGP1_HUMAN	RAP1GAP
CAZA2_HUMAN	CAPZA2
CAPZB_HUMAN	CAPZB
AL1A3_HUMAN	ALDH1A3
SYQ_HUMAN	QARS1
RL29_HUMAN	RPL29
LEG7_HUMAN	LGALS7
LEG7_HUMAN	LGALS7B
UCRI_HUMAN	UQCRFS1
ATPO_HUMAN	ATP5PO
CBPA2_HUMAN	CPA2
LIMS1_HUMAN	LIMS1
MAOX_HUMAN	ME1
IREB2_HUMAN	IREB2
REG1B_HUMAN	REG1B
PI42A_HUMAN	PIP4K2A
SOX9_HUMAN	SOX9
COPD_HUMAN	ARCN1
LSS_HUMAN	LSS
GSH1_HUMAN	GCLC
GSH0_HUMAN	GCLM
CD151_HUMAN	CD151
KCNJ5_HUMAN	KCNJ5
PSMD8_HUMAN	PSMD8
